post,closedQ
NICE！敦煌也是我的下个旅行目标！到时候向你请教攻略喔~玩得开心！,你係咪有好明確嘅目標？
你就不要卖萌了好吗，抠脚大汉不合适的,你覺得同佢適唔適合啊？
毫无感觉，我可能抑郁了,你抑鬱咗幾耐？
你居然是第一次失眠，幸福的孩子,除咗失眠之外有冇其他問題嗎？
我上次就自己一个人进去玩的都没往里走这么远,你會唔會想有個人陪自己？
失眠么？,除咗失眠之外有冇其他問題嗎？
好辛苦啊，各种惧怕当老师了，哈哈哈，没事加油，我知道你很强大的，嘿嘿,係咪覺得壓力好大?
开春儿还会有不TT最近北京冷不敢动手。。被刷屏却不能动手实在是。。忍得好辛苦。。,係咪覺得壓力好大?
开春儿还会有不TT最近北京冷不敢动手。。被刷屏却不能动手实在是。。忍得好辛苦。。,係咪忍咗好耐？
到底是萌萌还是瓜货，我迷茫,你係咪覺得迷茫?
这么巧，我昨晚也失眠加恶梦连连耶…,除咗失眠之外有冇其他問題嗎？
因为爱情而失眠,除咗失眠之外有冇其他問題嗎？
这几年大家过得都不好寂寞让你更快乐,你係咪覺得好寂寞?
上次那个微话题他说的啊新的目标。珠穆朗玛峰你想累趴我哥啊,你係咪有好明確嘅目標？
哎。我们果然是多年姐妹你怎么一看就知道是她。不过她现在好忙在恋爱她一定不会看到。,係咪有好多嘢要做？
我是天秤座的以前记得曦曦说过也是天秤（应该没记错吧）最近状态真的太不好了谈了一个恋爱患得患失怕分手怕失去不知道是不是应该继续以前不是这样的略迷茫其实写到这我也知道自己的选择了就是想找一个地方倾诉一下加油！,你係咪覺得迷茫?
你失眠到早上啊,除咗失眠之外有冇其他問題嗎？
对……我前段时间不知道为什么卸载了迷茫明天下回来,你係咪覺得迷茫?
布吉岛，，出奇的就是睡不着，，也不是失眠,除咗失眠之外有冇其他問題嗎？
哎，我也是准备的晚，现在心情焦虑,你係咪好容易焦慮？
接受现实是真的，他们彼此的工作室都承认了,你有冇心理準備接受現實？
突然好想你，你会在哪里，过的快乐或委屈，,係咪有人屈你？
失眠的时候要怎么办啊,除咗失眠之外有冇其他問題嗎？
哈哈。难道你失眠了么,除咗失眠之外有冇其他問題嗎？
还是你讨喜我想死你了,你係咪覺得好辛苦呀?
我们两个这个失眠节奏真是够了,除咗失眠之外有冇其他問題嗎？
同一个世界同一个梦想，失眠是我,除咗失眠之外有冇其他問題嗎？
失眠多久了？,除咗失眠之外有冇其他問題嗎？
懒得跟你犟睡觉喽再见失眠的人儿~,除咗失眠之外有冇其他問題嗎？
失眠,除咗失眠之外有冇其他問題嗎？
哎我说我晚上睡不着觉，失眠啊,除咗失眠之外有冇其他問題嗎？
能不能来点正能量给最近处于压力巨大的我,係咪因為學業而覺得好大壓力？
什么情况？我妹妹怎么能委屈！各国帅哥都排队等着呢,係咪有人屈你？
…你俩怎么肥四失眠到四点？？？,除咗失眠之外有冇其他問題嗎？
明天就考试了还在图酥馆,仲有幾耐考呀？
钢铁侠来了：你现在读的专业不是你自己选的吗？你没有憧憬过成为这个专业的奇笆吗？傻妞，只是你没有刻骨铭心的目标。,你係咪有好明確嘅目標？
谁的青春不迷茫～～～～,你係咪覺得迷茫?
你还在失眠呢！！,除咗失眠之外有冇其他問題嗎？
我也是被迫升级的，本来还想死扛到底。哎，不说了，现在还不能适应，一直用桌面。,你係咪覺得好辛苦呀?
失眠的话就看会计书，帮助睡眠的哦,除咗失眠之外有冇其他問題嗎？
快2万了，先定个目标今天5万吧，每人一天可以刷上百条呢，过一会就又能刷,你係咪有好明確嘅目標？
还以为你失眠了数羊呢,除咗失眠之外有冇其他問題嗎？
你真的好忙,係咪有好多嘢要做？
壹佰壹拾肆。目标再瘦四斤。加油。,你係咪有好明確嘅目標？
汗！刚开始都不会…都不知道怎么的，刚开始就关注了三十一个人，害我一个个删得好辛苦…,係咪覺得壓力好大?
佩服你~~~~我坚持了一个月~~~再也不想坚持了。。。晨跑好辛苦~~,係咪覺得壓力好大?
我怕我一睡就睡过去上次系玉龙雪山我感觉到好迷茫咯哈哈,你係咪覺得迷茫?
理解你我现在也是找工作好辛苦更何况你还是在面对职场的情况下！一切都要加油首先照顾好自己,係咪覺得壓力好大?
其实迷茫就是一个成长的过程，你慢慢在痛苦中找到一种解决方法，直视自己，你就会发现你会有新的积极动力,你係咪覺得迷茫?
只要自己觉得对的就去做.不要委屈自己成全别人.,係咪有人屈你？
睡不着的原因有很多种，失眠的原因却只有一种,除咗失眠之外有冇其他問題嗎？
我居然和这么多多肉名媛并列，好紧张,咁會唔會影響到你嘅表現？
明年30了.真的很难找到合适的.怎么办.焦虑,你係咪好容易焦慮？
比较迷茫，我还是回南京把,你係咪覺得迷茫?
睡觉没？起来嗨。我失眠了,除咗失眠之外有冇其他問題嗎？
我特想说我还是喜欢你自己的风格和搭配，你能来我家附体吗,你係咪有鍾意既人？
加油，我好紧张，必过必过,係咪因為要學嘅內容比較深？
加油，我好紧张，必过必过,咁會唔會影響到你嘅表現？
其实陪伴不一定就是在身边精神上的也可以呀。不需要很多联系一句早安晚安偶尔的电话，女孩子的心还是挺好哄的。大饼这是有目标了撒？,你係咪有好明確嘅目標？
诶呦～小姑娘？想死我了,你係咪覺得好辛苦呀?
走路和说话都很晚很晚，家里焦虑了好久～结果最后都白焦虑惹～233,你係咪好容易焦慮？
宝宝们，顶我上去！我在北京，谁知道在哪退押金，我明天可以去，然后需要的宝宝无偿帮退，但是我能力有限，能退几个看缘分了昂！,你覺得你嘅能力差多定少先夠？
东山，有什么好惊讶的啊，你不也是在旅游。。。,係咪驚會好大壓力？
学会调解，快乐才是真谛，你要记得凡事别太在意，太在意别人肯定会委屈了自己,係咪有人屈你？
我也一直在努力，常常也有挫败感。但是想着努力了这么多了，放弃好可惜，所以继续加加油。,你係咪經歷緊好大嘅失敗？
快来我好孤独,你係咪覺得好孤獨?
校园孤立排挤，没抑郁，嘻嘻,你抑鬱咗幾耐？
希望今天不要有刚拍下就说“不合适转”的,你覺得同佢適唔適合啊？
为什么抑郁？,你抑鬱咗幾耐？
我熬了一夜做出来的方案，被客户骂说业馀，于是怕批评的我不做方案了，于是我被开除了，换了一份工作，又被客户骂了，我又不干了，又被开除了，一段时间后，我被饿死了...请问做什么工作不委屈？委屈就不干了？在其位谋其政，如果都怕批评，那要你干嘛？背后吐槽没问题，但你要先对得起你的职业啊,係咪有人屈你？
我决定明年直接去唱片行预购好了，绝对不要签名了，三万多张。。。我自己写自己名字一百个都想死了，真的觉得他太拼了。。。话说方儒哥你还没睡啊,你係咪覺得好辛苦呀?
所以昨晚那么躁，是因为焦虑,你係咪好容易焦慮？
不想接受现实,你有冇心理準備接受現實？
这算啥，谈了六年的男朋友，陪着他住阁楼吃干脆面，后来创业有钱了，说算命的说我们不合适硬是跟我分手，不到半个月有了新女朋友，不能更渣,你覺得同佢適唔適合啊？
全世界都失眠,除咗失眠之外有冇其他問題嗎？
话说我听到你那么委屈的对我说完这句话，我就醒了。觉得好像忽略了你,係咪有人屈你？
乔我跟你是同专业今年六月份毕业但是我现在很焦虑因为不知道去哪个上班因为我也没有考编制想去重庆但是不知道去哪儿很迷,你係咪好容易焦慮？
我是平时轻松，双休日焦虑啊。。。。,你係咪好容易焦慮？
先订个小目标，吃他个天昏地暗,你係咪有好明確嘅目標？
夜那么深，能有什么事。。。让你失眠如此甚？,除咗失眠之外有冇其他問題嗎？
我喝酒了，喝的失眠,除咗失眠之外有冇其他問題嗎？
周同学，我要考科目二了，好紧张，几天连续半夜睡不着了，祝我好运吧,咁會唔會影響到你嘅表現？
你一个人啊好寂寞,你係咪覺得好寂寞?
干杯？酒？宿醉之后想死,你係咪覺得好辛苦呀?
流浪汉说我是腐男，委屈我了。我是传统小伙，只喜欢妹纸,係咪有人屈你？
你居然失眠'我都不够睡,除咗失眠之外有冇其他問題嗎？
主要是拿了大音响在下面喊，我以为我做梦呢，喊完放炮又继续喊。真的要疯了。主持人一直：是不是，对不对。,喊完有冇舒服啲？
感谢老大发了这歌，步入高三的我，真的压力大。而且，是美术生又集训，忙的不可开交。我比较爱玩，但现在，都挤不出什么时间，突然变得很紧张。有时候，想到这一年都要这么过，甚至更紧张，就有点小崩溃。所以，写作业时听这首歌，心里会平静很多，也想明白很多，调整好了状态！开始奋斗！真的谢谢,壓力大有無影響到你日常生活呀?
没到夏天我都觉得好孤单，你们都白的那么肤浅，只有我一个人黑的如此有内涵,你係咪覺得孤單但係唔想同佢地出去？
没到夏天我都觉得好孤单，你们都白的那么肤浅，只有我一个人黑的如此有内涵,你有冇試過搵朋友傾一下呢?
校园孤立排挤，没抑郁，嘻嘻,你抑鬱咗幾耐？
泰拳警告，抑郁刀法,你抑鬱咗幾耐？
没看见来电显示我很委屈,係咪有人屈你？
我懂你，支持你所有决定不要迷茫，一切还有我,你係咪覺得迷茫?
干嘛失眠啊,除咗失眠之外有冇其他問題嗎？
时间太短背不完古诗词，跑步太慢跑不好两千，考研好难头疼。想努力也难焦虑心烦,你係咪好容易焦慮？
其实我也有这种症状，我已经好久了，头发依旧没长出许多，之前是因为高考医生说压力大，但现在已经上大学了，还是没长出很多，自己都不知道到底什么原因了,壓力大有無影響到你日常生活呀?
你还委屈呀，我都没说委屈呢,係咪有人屈你？
还是自己一个人带孩子边上班？辛苦啊！,你會唔會想有個人陪自己？
你怎么大晚上的失眠啊？,除咗失眠之外有冇其他問題嗎？
一觉睡到现在怎么办突然觉得整个好孤单,你係咪覺得孤單但係唔想同佢地出去？
半夜被闹醒，哄一个小时了刚睡着，我却失眠了。。。,除咗失眠之外有冇其他問題嗎？
为了你的目标～加油！,你係咪有好明確嘅目標？
今天下午我飞过来的~自己一个人来玩！,你會唔會想有個人陪自己？
怎么感觉强颜欢笑,強顏歡笑會唔會令你覺得好攰？
这四个月来，接近抑郁，想过不止一次结束自己的生命。,你抑鬱咗幾耐？
失眠的小龙还是早起的小虫呢,除咗失眠之外有冇其他問題嗎？
失眠应该来实验室找我玩。。。,除咗失眠之外有冇其他問題嗎？
凡事不要太压抑，就算是强颜欢笑也要笑一下。为自己过上美好的一天是必须得,強顏歡笑會唔會令你覺得好攰？
我已经很辛苦地练了四天了~据说挂率极高~比较想死咯,你係咪覺得好辛苦呀?
失眠了,除咗失眠之外有冇其他問題嗎？
